dependent,variable,coefficient,se,pval,lower_bound,upper_bound,keep
control_bad,Crossing_own,0.00573843476012749,0.0037849958057527763,0.12959731301247968,-0.0016801570191479513,0.01315702653940293,0
control_bad,Curve,-0.004866002700628216,0.000623535827819063,1.1184577826117703e-06,-0.00608813292315358,-0.0036438724781028527,1
control_bad,Curve_other,-0.006461882667771177,0.0033686865835717422,0.05511341382093482,-0.013064508371571793,0.0001407430360294377,0
control_bad,Curve_own,-0.002564243965326605,0.0036057934544292173,0.47701762727980324,-0.009631599136007871,0.004503111205354661,0
control_bad,Dribbling,0.016631876086989305,-0.014626329828050972,0.2596469584107972,0.04529948254996921,-0.012035730375990601,0
control_bad,Dribbling_other,0.005175430131665818,0.005027332940490659,0.303450576899845,-0.004678142431695874,0.015029002695027511,0
control_bad,Dribbling_own,0.015810546861835726,0.00551921791101199,0.004243406246845938,0.004992879756252226,0.026628213967419226,1
control_bad,Finishing,0.005401140756212564,0.0065544892952347595,0.4099303712771245,-0.007445658262447564,0.01824793977487269,0
control_bad,Finishing_other,-0.014747371577216827,0.0037270947954872575,7.61754951976723e-05,-0.02205247737637185,-0.0074422657780618025,1
control_bad,Finishing_own,-0.0017471073091750247,0.004161211698153247,0.67459662559438,-0.009903082237555389,0.006408867619205339,0
control_bad,Free kick accuracy,-0.0018538618046340049,-0.0020958053660597976,0.3822884561145785,0.002253916712843198,-0.005961640322111208,0
control_bad,Free kick accuracy_other,-0.0007029125953674728,0.0029143587517738274,0.8094123380199998,-0.0064150557488441735,0.005009230558109229,0
control_bad,Free kick accuracy_own,0.0019481853468527961,0.003048275361512697,0.5227568391947464,-0.00402643436171209,0.007922805055417682,0
control_bad,Heading accuracy,0.000637572062884304,0.0030638412218133033,0.8408690740630824,-0.00536755673186977,0.006642700857638378,0
control_bad,Heading accuracy_other,0.007229918513607409,0.0031727698814348095,0.022690464972401347,0.0010112895459951825,0.013448547481219635,1
control_bad,Heading accuracy_own,0.010530294907029268,0.0034323366688608853,0.0021575471758081832,0.0038029150360619334,0.017257674777996605,1
control_bad,Intercept,1.5148836230894946,,,,,1
control_bad,Interceptions,-0.00509500542170041,0.0011832157235934834,0.008017031727522328,-0.007414108239943638,-0.002775902603457183,1
control_bad,Interceptions_other,-0.00026109514806340554,0.004547555834828898,0.9542160384448388,-0.009174304584328045,0.008652114288201233,0
